nome,cnpj,produto,data,preco,bandeira
POSTO TEXAS LTDA,34635144000136,ETANOL,24/02/2020,"3,77",BRANCA
AUTO POSTO PARATI LTDA,34697730000105,GASOLINA,26/02/2020,"4,939",SABBÁ
IRMAOS RUSSI LTDA,34770685000177,ETANOL,27/02/2020,"3,949",PETROBRAS DISTRIBUIDORA S.A.
N G DA SILVA E CIA LTDA,34799601000128,GASOLINA,18/02/2020,"4,2",ATEM' S
POSTO GUARACI LTDA,34959478000165,ETANOL,12/02/2020,"3,943",PETROBRAS DISTRIBUIDORA S.A.
POSTO DE COMBUSTIVEIS IPUEIRINHA LTDA,35015346000148,GASOLINA,27/02/2020,"4,59",RAIZEN
POSTO ESTRELA COMERCIO DE COMBUSTIVEIS LTDA,35017201000186,ETANOL,17/02/2020,"3,89",RAIZEN
A M COMERCIAL DE PETROLEO LTDA,35031996000187,ETANOL,18/02/2020,"3,65",PETROBRAS DISTRIBUIDORA S.A.
COMERCIAL DE PETROLEO MOREIRA PEQUENO LTDA,35032390000166,ETANOL,18/02/2020,"3,92",BRANCA
B S PETROLEO LTDA,35055730000174,ETANOL,17/02/2020,"3,79",BRANCA
CAUIPE REVENDEDORA DE PETROLEO LTDA,35075597000118,ETANOL,25/02/2020,"3,69",RAIZEN
CAUIPE REVENDEDORA DE PETROLEO LTDA,35075597000207,ETANOL,18/02/2020,"3,59",RAIZEN
CAUIPE REVENDEDORA DE PETROLEO LTDA,35075597000380,ETANOL,26/02/2020,"3,49",BRANCA
CAUIPE REVENDEDORA DE PETROLEO LTDA,35075597000460,ETANOL,10/02/2020,"3,39",RAIZEN
CAUIPE REVENDEDORA DE PETROLEO LTDA,35075597000622,ETANOL,27/02/2020,"3,49",RAIZEN
CAUIPE REVENDEDORA DE PETROLEO LTDA,35075597000894,ETANOL,25/02/2020,"3,49",RAIZEN
MERCADINHO CARONE LTDA,35120369000627,GASOLINA,18/02/2020,"4,199",PETROBRAS DISTRIBUIDORA S.A.
MERCADINHO CARONE LTDA,35120369000970,GASOLINA,27/02/2020,"4,299",PETROBRAS DISTRIBUIDORA S.A.
MERCADINHO CARONE LTDA,35120369001003,ETANOL,11/02/2020,"3,699",BRANCA
POSTO MAGNOLIA LTDA,35123447000132,ETANOL,26/02/2020,"3,859",BRANCA
POSTO MAGNOLIA LTDA,35123447000213,GASOLINA,27/02/2020,"4,309",IPIRANGA
POSTO MAGNOLIA LTDA,35123447000647,ETANOL,26/02/2020,"3,879",PETROBRAS DISTRIBUIDORA S.A.
POSTO MAGNOLIA LTDA,35123447000728,ETANOL,26/02/2020,"3,859",PETROBRAS DISTRIBUIDORA S.A.
POSTO MAGNOLIA LTDA,35123447000809,GASOLINA,27/02/2020,"4,249",PETROBRAS DISTRIBUIDORA S.A.
POSTO MAGNOLIA LTDA,35123447001457,ETANOL,19/02/2020,"3,549",PETROBRAS DISTRIBUIDORA S.A.
POSTO MAGNOLIA LTDA,35123447001708,GASOLINA,26/02/2020,"4,439",SABBÁ
POSTO MAGNOLIA LTDA,35123447001880,GASOLINA,26/02/2020,"4,619",BRANCA
AUTO POSTO UNIAO LTDA,35165794000128,ETANOL,18/02/2020,"3,798",IPIRANGA
NICOLAU DERIVADOS DE PETROLEO LTDA,35196823000119,GASOLINA,18/02/2020,"4,199",BRANCA
NICOLAU DERIVADOS DE PETROLEO LTDA,35196823000208,GASOLINA,27/02/2020,"4,199",BRANCA
NICOLAU DERIVADOS DE PETROLEO LTDA,35196823000461,GASOLINA,18/02/2020,"4,199",BRANCA
NICOLAU DERIVADOS DE PETROLEO LTDA,35196823000542,GASOLINA,27/02/2020,"4,199",BRANCA
NICOLAU DERIVADOS DE PETROLEO LTDA,35196823000623,GASOLINA,18/02/2020,"4,199",BRANCA
NICOLAU DERIVADOS DE PETROLEO LTDA,35196823000704,GASOLINA,27/02/2020,"4,199",BRANCA
NICOLAU DERIVADOS DE PETROLEO LTDA,35196823001000,GASOLINA,18/02/2020,"4,159",BRANCA
NICOLAU DERIVADOS DE PETROLEO LTDA,35196823001352,GASOLINA,24/02/2020,"4,199",BRANCA
POSTO MAIS AREINHA LTDA - ME,35208008000556,ETANOL,28/02/2020,"3,6",SABBÁ
CEARÁ COMBUSTÍVEIS LTDA,35229681000220,ETANOL,25/02/2020,"3,79",BRANCA
TRANSPORTES E COMERCIO NOVO HORIZONTE LTDA,35283670000147,ETANOL,18/02/2020,"3,699",PETROBRAS DISTRIBUIDORA S.A.
POSTO PIUM LTDA,35284991000166,ETANOL,26/02/2020,"3,66",PETROBRAS DISTRIBUIDORA S.A.
POSTO PIUM LTDA,35284991000328,ETANOL,26/02/2020,"3,66",ALESAT
JVC COMERCIAL LTDA,35298330000432,ETANOL,27/02/2020,"3,69",PETROBRAS DISTRIBUIDORA S.A.
JVC COMERCIAL LTDA,35298330000513,ETANOL,18/02/2020,"3,79",ALESAT
JVC COMERCIAL LTDA,35298330000602,ETANOL,18/02/2020,"3,79",BRANCA
CIRNE PNEUS COMERCIO E SERVICOS LTDA,35304542000990,ETANOL,18/02/2020,"3,79",PETROBRAS DISTRIBUIDORA S.A.
CIRNE PNEUS COMERCIO E SERVICOS LTDA,35304542001023,ETANOL,11/02/2020,"3,69",BRANCA
FERNANDO SILVINO DE LIMA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,35345321000102,GASOLINA,27/02/2020,"4,74",RAIZEN
FERNANDO SILVINO DE LIMA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,35345321000293,GASOLINA,27/02/2020,"4,74",RAIZEN
FERNANDO SILVINO DE LIMA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,35345321000374,GASOLINA,18/02/2020,"4,74",IPIRANGA
MV COMERCIO E REPRESENTACAO DE COMBUSTIVEIS LTDA,35362367000130,ETANOL,17/02/2020,"3,78",PETROBRAS DISTRIBUIDORA S.A.
J R SOARES & SOUZA LTDA ME,35370972000152,ETANOL,27/02/2020,"3,49",BRANCA
J R SOARES & SOUZA LTDA ME,35370972000314,ETANOL,27/02/2020,"3,69",BRANCA
J R SOARES & SOUZA LTDA ME,35370972000403,ETANOL,18/02/2020,"3,39",BRANCA
POSTO FECHINE COMBUSTIVEIS E LUBRIFICANTES LTDA,35421312000153,ETANOL,18/02/2020,"3,199",SETTA DISTRIBUIDORA
POSTO VIP'S LTDA,35567213000184,GASOLINA,04/02/2020,"4,69",PETROBRAS DISTRIBUIDORA S.A.
ALTO POSTO PASSA E FICA EIRELI,35649219000605,ETANOL,18/02/2020,"3,69",PETROBRAS DISTRIBUIDORA S.A.
POSTOS FVV - EIRELI,35703685000117,ETANOL,26/02/2020,"3,399",RAIZEN
AUTO POSTO 72 LTDA,35767730000105,ETANOL,27/02/2020,"4,55",IPIRANGA
POSTO GAIVOTA LTDA,35822642000150,ETANOL,24/02/2020,"4,239",BRANCA
J C MOURA,35868991000103,ETANOL,26/02/2020,"3,999",RAIZEN
POSTO CANUDOS LTDA,35898899000196,ETANOL,11/02/2020,"4,099",BRANCA
MATAGAL AUTO POSTO LTDA,35916675000160,ETANOL,27/02/2020,"4,78",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO 13 DE MAIO LTDA,35951763000100,ETANOL,27/02/2020,"3,999",PETROBRAS DISTRIBUIDORA S.A.
POSTO LUANDA DE IGUAÇU LTDA,36083376000154,ETANOL,10/02/2020,"4,499",PETROBRAS DISTRIBUIDORA S.A.
E G M C COMERCIO DE PETROLEO LTDA,36181766000167,ETANOL,18/02/2020,"4,366",BRANCA
POSTO SAO FRANCISCO DE ASSIS EIRELI,36222735000107,ETANOL,26/02/2020,"4,089",BRANCA
MONTEIRO AUTO POSTO DE GASOLINA LTDA,36283927000123,ETANOL,24/02/2020,"4,45",BRANCA
EVANDRO COSTA ATHAYDE,36291110000105,ETANOL,25/02/2020,"4,499",PETROBRAS DISTRIBUIDORA S.A.
AUTO SERVIÇO OURO NEGRO LTDA,36309276000101,ETANOL,26/02/2020,"4,099",PETROBRAS DISTRIBUIDORA S.A.
NOVAMARCA PETROLEO E COMERCIO LTDA,36354371000119,ETANOL,28/02/2020,"3,75",RAIZEN
POSTO MAIS COMERCIO E REPRESENTACOES EIRELI,36354546000198,ETANOL,28/02/2020,"3,59",BRANCA
VESCOVI & BITTI LTDA,36411940000110,ETANOL,27/02/2020,"3,999",PETROBRAS DISTRIBUIDORA S.A.
VESCOVI & BITTI LTDA,36411940000200,ETANOL,27/02/2020,"3,999",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO COIMBRA DA VILA SAO LUIZ LTDA,36444370000165,ETANOL,20/02/2020,"3,899",BRANCA
AUTO POSTO VALE DO SAMAMBAIA LTDA,36458586000180,ETANOL,24/02/2020,"4,499",RAIZEN
COCK PIT POSTO DE GASOLINA LTDA,36472132000163,ETANOL,26/02/2020,"4,099",RAIZEN
AUTO POSTO ART CLOR LTDA,36478386000199,ETANOL,28/02/2020,"4,499",IPIRANGA
POSTO BOCAININHA LTDA,36506640000115,ETANOL,26/02/2020,"4,599",IPIRANGA
AUTO POSTO BRASIL DE VOLTA REDONDA LTDA,36512044000148,ETANOL,28/02/2020,"4,599",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO DE SERVICOS E SHOPPING MADUREIRA 01 EIRELI,36538973000126,ETANOL,17/02/2020,"4,549",IPIRANGA
REALEZA DE IGUAÇU COMB E PNEUS LTDA,36539575000124,ETANOL,10/02/2020,"4,499",PETROBRAS DISTRIBUIDORA S.A.
POSTO DE GASOLINA SÃO SEBASTIÃO DE BELFORD ROXO LTDA,36562874000180,ETANOL,28/02/2020,"4,529",RAIZEN
AUTO POSTO YOKOHAMA LTDA,36792869000163,ETANOL,26/02/2020,"3,439",BRANCA
JORGE SAITO,36823052000105,ETANOL,27/02/2020,"3,599",IPIRANGA
JORGE SAITO,36823052000296,ETANOL,18/02/2020,"3,499",IPIRANGA
JORGE SAITO,36823052000377,ETANOL,27/02/2020,"3,449",SIMARELLI
POSTO FABRIL LTDA,36834729000100,ETANOL,26/02/2020,"3,079",IPIRANGA
POSTO RADIAL LTDA,36837334000161,ETANOL,13/02/2020,"3,599",PETROBRAS DISTRIBUIDORA S.A.
SIQUEIRA E HELRIGHEL LTDA,36857555000100,ETANOL,27/02/2020,"3,19",BRANCA
PAIAGUAS - COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,36878171000246,ETANOL,27/02/2020,"3,099",IDAZA
AUTO POSTO INTERNACIONAL LTDA,36894574000106,ETANOL,28/02/2020,"3,199",BRANCA
AUTO POSTO GOIABEIRAS LTDA,36894780000108,ETANOL,24/02/2020,"3,018",BRANCA
AUTO POSTO GONTIJO LTDA,36947737000163,ETANOL,26/02/2020,"3,057",BRANCA
BORGES & GONTIJO LTDA,36950251000184,ETANOL,24/02/2020,"3,09",BRANCA
POSTO SORRISO DO LOCATELLI LTDA,36966687000161,ETANOL,27/02/2020,"3,19",BRANCA
AUTO POSTO TRINDADE EIRELI,37027224000105,ETANOL,26/02/2020,"3,399",ALESAT
AUTO SHOPPING DERIVADOS DE PETROLEO LTDA,37063328000914,ETANOL,20/02/2020,"3,489",IPIRANGA
AUTO SHOPPING DERIVADOS DE PETROLEO LTDA,37063328001309,GASOLINA,20/02/2020,"4,379",IPIRANGA
AUTO SHOPPING DERIVADOS DE PETROLEO LTDA,37063328001805,GASOLINA,20/02/2020,"4,339",IPIRANGA
ABASTECEDORA DE COMBUSTIVEIS INDEPENDENCIA LTDA,37202710000104,ETANOL,26/02/2020,"3,479",BRANCA
POSTO VIP LTDA,37222544000108,ETANOL,17/02/2020,"3,429",TAURUS
AUTO POSTO ARAUJO CUNHA LTDA,37350733000166,ETANOL,28/02/2020,"3,58",IPIRANGA
R C J COMBUSTIVEIS E DERIIVADO DE PETROLEO LTDA,37372802000132,GASOLINA,03/02/2020,"5,199",PETROBRAS DISTRIBUIDORA S.A.
ELDORADO COMERCIO DE PETROLEO LTDA,37377934000661,ETANOL,26/02/2020,"3,81",BRANCA
COMERCIAL MAGGIONI DE COMBUSTÍVEIS EIRELI,37396447000131,ETANOL,17/02/2020,"3,48",PETROBRAS DISTRIBUIDORA S.A.
LEOBAS E BARREIRA LTDA,37422391000142,ETANOL,27/02/2020,"3,7",BRANCA
LEOBAS E BARREIRA LTDA,37422391000304,GASOLINA,27/02/2020,"4,499",BRANCA
AUTO POSTO PINDORAMA LTDA,37433372000111,ETANOL,12/02/2020,"3,177",BRANCA
NC AUTO POSTO LTDA,37457686000154,ETANOL,27/02/2020,"3,3",PETROBRAS DISTRIBUIDORA S.A.
B & M COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES LTDA,37488012000117,ETANOL,24/02/2020,"3,099",RAIZEN
B & M COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES LTDA,37488012000389,ETANOL,24/02/2020,"3,099",RAIZEN
PETROPAULO COMERCIO DE DERIVADOS DE PETROLEO LTDA,37514783000131,ETANOL,24/02/2020,"3,099",RAIZEN
MORADA AUTO POSTO LTDA,37519949000102,ETANOL,24/02/2020,"3,099",RAIZEN
POSTO ALDO RONDONOPOLIS LTDA,37523586000189,GASOLINA,05/02/2020,"4,459",PETROBRAS DISTRIBUIDORA S.A.
POSTO EMANUELE LTDA,37539459000178,ETANOL,10/02/2020,"3,699",IPIRANGA
3AUTO POSTO PEDRO LUDOVICO LTDA,37599347000102,ETANOL,26/02/2020,"3,199",BRANCA
SANTA MARIA DERIVADOS DE PETROLEO LTDA,37639036000120,ETANOL,27/02/2020,"3,299",IPIRANGA
AERO SETE AUTO POSTO LTDA,37831484000120,ETANOL,26/02/2020,"3,159",RAIZEN
GEPE COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,37836715000199,ETANOL,26/02/2020,"3,15",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO MINAS GOIAS LTDA,37869930000196,ETANOL,27/02/2020,"3,29",BRANCA
PETRO RIOS COMERCIO DERIVADOS DE PETROLEO LTDA,38074571000143,ETANOL,28/02/2020,"3,699",IPIRANGA
AUTO POSTO AGUAS CLARAS LTDA,38076089000142,ETANOL,18/02/2020,"3,559",IPIRANGA
SOUZA & VITAL LTDA,38154506000128,ETANOL,19/02/2020,"3,999",PETROBRAS DISTRIBUIDORA S.A.
POSTO ZN COMBUSTÍVEIS E LUBRIFICANTES LTDA,38617189000139,ETANOL,26/02/2020,"3,45",BRANCA
POSTO JUPITER LTDA,38619219000146,ETANOL,19/02/2020,"3,139",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO CATALAO LTDA,38633954000104,ETANOL,24/02/2020,"3,497",RAIZEN
POSTO VANORTE LTDA,38714754000186,ETANOL,11/02/2020,"3,299",BRANCA
AUTO POSTO GENERAL OSORIO SOROCABA LTDA,38780912000104,ETANOL,17/02/2020,"2,949",BRANCA
HIROCHI E MILEINE KITAGAWA OLIMPIA LTDA,38802476000119,ETANOL,27/02/2020,"2,899",RAIZEN
AUTO POSTO ECLIPSE LTDA,38871661000165,ETANOL,24/02/2020,"3,099",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO AFA LTDA,38989141000151,ETANOL,26/02/2020,"2,999",BRANCA
AUTO POSTO ESTRELA DAS NACOES LTDA,38991675000112,ETANOL,20/02/2020,"2,999",BRANCA
AUTO POSTO SHOPPING CANTO DA SEREIA LTDA,39002274000155,ETANOL,27/02/2020,"3,349",PETROBRAS DISTRIBUIDORA S.A.
POSTO ELEFANTINHO DE LINS LTDA,39010798000198,ETANOL,27/02/2020,"3,159",BRANCA
SUL GAS - COMERCIO DE COMBUSTIVEIS LTDA,39194238000130,GASOLINA,05/02/2020,"4,999",BRANCA
COMÉRCIO DE DERIVADOS DE PETRÓLEO BASTOS LTDA,39229745000243,GASOLINA,28/02/2020,"4,94",BRANCA
AUTO POSTO RIACHUELO LTDA - EPP,39235973000145,GASOLINA,03/02/2020,"4,85",BRANCA
POSTO SAO JOSE DE CAMPOS LTDA,39237292000116,GASOLINA,18/02/2020,"5,04",IPIRANGA
RODRIGUES POSTO E SERVICOS LTDA,39260419000118,ETANOL,20/02/2020,"4,499",IPIRANGA
CASSIO ADRIANO DEZAN,39275615000166,GASOLINA,17/02/2020,"4,49",BRANCA
POSTO SANTO ANTONIO LTDA - EPP,39277660000150,ETANOL,26/02/2020,"3,999",ALESAT
AUTO POSTO JUPTER LTDA,39324744000105,GASOLINA,28/02/2020,"4,39",PETROBRAS DISTRIBUIDORA S.A.
POSTO ITAPARICA LTDA,39330410000136,GASOLINA,28/02/2020,"4,39",BRANCA
POSTO DE PRODUTOS DE PETROLEO MONTE HOREBE LTDA,39341839000129,ETANOL,20/02/2020,"3,79",BRANCA
CENCOSUD BRASIL COMERCIAL LTDA,39346861024699,ETANOL,28/02/2020,"3,199",BRANCA
CENCOSUD BRASIL COMERCIAL LTDA,39346861032799,ETANOL,27/02/2020,"3,549",BRANCA
CENCOSUD BRASIL COMERCIAL LTDA,39346861035208,GASOLINA,05/02/2020,"4,629",BRANCA
CENCOSUD BRASIL COMERCIAL LTDA,39346861035380,ETANOL,17/02/2020,"3,529",BRANCA
AUTO SERVICO AEROPORTO EIRELI,39383880000168,ETANOL,20/02/2020,"3,999",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO PRESIDENTE LTDA,39400494000137,ETANOL,20/02/2020,"3,899",PETROBRAS DISTRIBUIDORA S.A.
TASCO COMERCIO E REPRESENTACOES LTDA,39404942000170,ETANOL,13/02/2020,"3,99",RAIZEN
AUTO POSTO JARDIM CARIOCA LTDA,39413174000111,ETANOL,24/02/2020,"4,589",IPIRANGA
POSTO DE GASOLINA DANIELE DE NOVA IGUACU LTDA,39469010000106,ETANOL,17/02/2020,"4,149",BRANCA
POSTO DE GASOLINA CARVALHO & GOMES LTDA,39515614000141,ETANOL,20/02/2020,"3,999",BRANCA
POSTO BARRA LINDA LTDA,39535059000110,ETANOL,17/02/2020,"4,793",IPIRANGA
POSTO DA DIVISA DE JAMAPARA LTDA,39554167000130,ETANOL,27/02/2020,"4,659",IPIRANGA
MRP BARRA AUTO POSTO LTDA - EPP,39562533000100,ETANOL,28/02/2020,"4,689",PETROBRAS DISTRIBUIDORA S.A.
POSTO DE COMB E LANC NOSSA SRA DA CONCEICAO DE DONANA,39686407000150,GASOLINA,03/02/2020,"5,09",RAIZEN
POSTO MURUNDU LTDA,39713615000109,GASOLINA,12/02/2020,"4,89",BRANCA
A P F DISTRIBUIDORA DE COMBUSTIVEL LTDA,39759030000111,ETANOL,19/02/2020,"4,395",RAIZEN
AUTO POSTO LELO RESENDE LTDA,39778287000110,ETANOL,27/02/2020,"4,499",ALESAT
PNEUMAX LTDA,39814835000110,ETANOL,26/02/2020,"3,95",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO 151 LTDA,40183840000151,ETANOL,24/02/2020,"4,349",IPIRANGA
POSTO DE GASOLINA AMIGAO DA DUTRA LTDA,40233686000185,ETANOL,28/02/2020,"4,299",RAIZEN
KEM COM REP TRANSP SERV EXP IMP PROD DERV PETROLEO LTDA,40296824000175,GASOLINA,03/02/2020,"5,095",IPIRANGA
AUTO POSTO TIROL LTDA,40298069000168,ETANOL,11/02/2020,"4,483",RAIZEN
POSTO HADOCK LOBO LTDA - ME,40319220000105,ETANOL,17/02/2020,"4,485",RAIZEN
POSTO CAJUTI DE ABASTECIMENTO LTDA - EPP,40387920000129,ETANOL,17/02/2020,"4,599",RAIZEN
AUTO POSTO NILÓPOLIS LTDA,40438186000180,ETANOL,26/02/2020,"3,998",BRANCA
REDE ROYAL DE AUTO POSTOS EIRELI,40462236000830,ETANOL,18/02/2020,"3,49",BRANCA
GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS LUBRIFICANTES LTDA,40511529000194,ETANOL,24/02/2020,"3,369",RAIZEN
GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS LUBRIFICANTES LTDA,40511529000275,ETANOL,24/02/2020,"3,69",RAIZEN
GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS LUBRIFICANTES LTDA,40511529000437,ETANOL,24/02/2020,"3,69",RAIZEN
GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS LUBRIFICANTES LTDA,40511529000518,ETANOL,24/02/2020,"3,369",RAIZEN
POSTO CONTERRANEO DERIVADOS DE PETROLEO LTDA,40549628000165,GASOLINA,05/02/2020,"4,55",RAIZEN
AUTO POSTO MERIDIONAL LTDA,40585119000198,ETANOL,27/02/2020,"3,56",BRANCA
POSTO MACAUBENSE LTDA,40605115000396,ETANOL,27/02/2020,"3,449",PETROBRAS DISTRIBUIDORA S.A.
POSTO MACAUBENSE LTDA,40605115000558,GASOLINA,04/02/2020,"4,79",PETROBRAS DISTRIBUIDORA S.A.
POSTO OLINDA LTDA,40756983000105,ETANOL,17/02/2020,"3,59",RAIZEN
POSTO OLINDA LTDA,40756983000377,ETANOL,24/02/2020,"3,66",RAIZEN
POSTO OLINDA LTDA,40756983000458,ETANOL,17/02/2020,"3,69",RAIZEN
I M COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,40761793000186,ETANOL,24/02/2020,"3,79",PETROBRAS DISTRIBUIDORA S.A.
POSTO MONTE BELO COMÉRCIO DE COMBUSTÍVEIS LTDA,40804791000127,ETANOL,24/02/2020,"3,66",PETROBRAS DISTRIBUIDORA S.A.
POSTO TEJUCUPAPO LTDA,40853954000161,ETANOL,24/02/2020,"3,59",BRANCA
RODO CENTER AUTO POSTO LTDA,40921967000120,ETANOL,27/02/2020,"3,599",PETROBRAS DISTRIBUIDORA S.A.
VERDEJANTE COMERCIAL LTDA,41057571000140,GASOLINA,27/02/2020,"4,779",PETROBRAS DISTRIBUIDORA S.A.
VERDEJANTE COMERCIAL LTDA,41057571000220,ETANOL,27/02/2020,"3,549",BRANCA
 M E A COMERCIO DE COMBUSTÍVEIS LTDA,41145020000138,ETANOL,12/02/2020,"3,099",ALESAT
SÃO BRAZ COMERCIO DE COMBUSTÍVEIS LTDA,41168253000156,GASOLINA,18/02/2020,"4,599",PETROBRAS DISTRIBUIDORA S.A.
NERIS E SAMPAIO LTDA,41272725000116,ETANOL,28/02/2020,"3,599",BRANCA
NERIS E SAMPAIO LTDA,41272725000205,GASOLINA,28/02/2020,"4,599",BRANCA
SAMYA COMERCIO DE DERIVADOS DE PETROLEO LTDA,41311770000132,GASOLINA,05/02/2020,"4,659",RAIZEN
EDUARDO XIMENES DE AGUIAR ME,41331851000285,ETANOL,17/02/2020,"3,64",RAIZEN
J FERNANDO G DE SÁ,41373283000102,GASOLINA,26/02/2020,"4,469",BRANCA
L G OLIVEIRA - EPP,41405226000150,ETANOL,17/02/2020,"4,05",SP
COMERCIAL JOAO FERREIRA PETROLEO LTDA,41414822000104,ETANOL,26/02/2020,"3,799",RAIZEN
COMERCIAL JOAO FERREIRA PETROLEO LTDA,41414822000287,ETANOL,28/02/2020,"3,679",IPIRANGA
COMERCIAL JOAO FERREIRA PETROLEO LTDA,41414822000368,ETANOL,26/02/2020,"3,799",IPIRANGA
CIRO GOMES MAGALHAES,41424276000346,ETANOL,17/02/2020,"3,85",RAIZEN
CIRO GOMES MAGALHAES,41424276000427,ETANOL,17/02/2020,"3,79",RAIZEN
CENTRO EMPRESARIAL DRA ZUILA ALENCAR BARREIRA BRAGA LTD,41557018000176,ETANOL,27/02/2020,"3,84",IPIRANGA
DISTRIBUIDORA CANAA DE COMBUSTIVEIS LTDA,41560566000155,ETANOL,25/02/2020,"3,79",IPIRANGA
RIBAMAR ARAUJO & CIA LTDA,41625062000338,ETANOL,12/02/2020,"3,999",PETROBRAS DISTRIBUIDORA S.A.
RIBAMAR ARAUJO & CIA LTDA,41625062000419,ETANOL,26/02/2020,"3,999",BRANCA
JOAQUIM AILTON ALEXANDRE FILHO,41643792000108,GASOLINA,19/02/2020,"4,89",PETROBRAS DISTRIBUIDORA S.A.
JF COMERCIAL PETROLEO LTDA,41654724000136,ETANOL,17/02/2020,"3,797",RAIZEN
POSTO AUTOMAN LTDA,41659251000160,ETANOL,26/02/2020,"3,199",BRANCA
POSTO AUTOMAN LTDA,41659251000402,ETANOL,26/02/2020,"3,199",BRANCA
POSTO JOQUEI CLUBE LTDA,41660648000171,GASOLINA,03/02/2020,"4,899",RAIZEN
POSTO REM LTDA,41705211000107,ETANOL,19/02/2020,"3,599",PETROBRAS DISTRIBUIDORA S.A.
POSTO REM LTDA,41705211000379,ETANOL,19/02/2020,"3,599",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO CONGONHAS LTDA,41710021000188,ETANOL,26/02/2020,"3,449",PETROBRAS DISTRIBUIDORA S.A.
POSTO CARIJO LTDA,41732397000193,GASOLINA,05/02/2020,"4,599",RAIZEN
MENDES & GONCALVES LTDA,41738691000102,ETANOL,28/02/2020,"3,548",RAIZEN
MENDES & GONCALVES LTDA,41738691000293,ETANOL,28/02/2020,"3,548",RAIZEN
POSTO GONTIJO LTDA,41756271000159,ETANOL,24/02/2020,"3,399",IPIRANGA
PANDOLFI & DUMONTH COMERCIO DE DERIVADOS DE PETROLEO EIRELI,41797622000170,ETANOL,13/02/2020,"3,15",BRANCA
GLAMA COMBUSTIVEIS & NEGOCIOS LTDA,41919879000157,ETANOL,20/02/2020,"3,167",BRANCA
COMERCIAL FFL LTDA,41935610000164,ETANOL,26/02/2020,"3,379",ALESAT
CENTRAL TRIANGULO ABASTECIMENTO LTDA,41945056000104,ETANOL,27/02/2020,"3,199",BRANCA
ESMERALDA COMERCIAL DERIVADOS DE PETRÓLEO LTDA,42012021000177,ETANOL,27/02/2020,"3,55",BRANCA
TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,42018952000182,GASOLINA,05/02/2020,"4,44",BRANCA
TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,42018952000344,ETANOL,25/02/2020,"3,23",BRANCA
TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,42018952000506,ETANOL,28/02/2020,"3,39",BRANCA
TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,42018952000697,ETANOL,17/02/2020,"3,36",BRANCA
TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,42018952000778,ETANOL,28/02/2020,"3,39",BRANCA
TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,42018952000859,ETANOL,18/02/2020,"3,33",BRANCA
PETRO UNA COMERCIAL LTDA,42113845000133,ETANOL,26/02/2020,"3,699",BRANCA
POSTO GUANAMBI LTDA,42149328000114,ETANOL,27/02/2020,"3,53",BRANCA
AUTO POSTO MEU CEARA LTDA,42186593000172,ETANOL,24/02/2020,"4,499",IPIRANGA
AUTO POSTO RALLY LTDA,42188714000115,ETANOL,24/02/2020,"3,999",BRANCA
POSTO DE ABASTECIMENTO STALO LTDA - EPP,42198267000185,ETANOL,24/02/2020,"4,299",ALESAT
POSTO E GARAGEM TRAS OS MONTES LTDA,42198697000105,ETANOL,24/02/2020,"3,999",RAIZEN
POSTO DE GASOLINA JOIA DE VIZEU LTDA,42199000000102,ETANOL,24/02/2020,"3,799",TOBRAS
POSTO E GARAGEM DAS NAÇÕES LTDA,42202333000143,ETANOL,24/02/2020,"4,579",PETROBRAS DISTRIBUIDORA S.A.
POSTO HAWAI LUBRIFICAÇÃO LTDA,42207043000192,ETANOL,24/02/2020,"4,599",RAIZEN
POSTO ATLANTICO SUL LTDA,42221366000130,ETANOL,27/02/2020,"3,999",BRANCA
POSTO VIANENSE DE PETROLEO LTDA,42223123000131,ETANOL,11/02/2020,"4,399",RAIZEN
ITAIPU POSTO DE LAVAGEM E LUBRIFICAÇAO LTDA,42226621000138,GASOLINA,03/02/2020,"5,199",IPIRANGA
